job_slot_id,job_id,company_id,job_type,working_hours_type,working_hours_normalised,normalized_city,location_normalised,job_type_id,total_credit_used,redeemed_at,expires_at,deactivated_at,gold_application_count,application_sent_count,normalised_planned_hires
81832,23630666,641,sales_manager,full_time,Fulltime,Berlin,Large city,147,350,,,,4,25,1
81834,21495453,641,sales_manager,full_time,Fulltime,Berlin,Large city,147,350,,,,11,37,1
81844,23567657,641,software_developer,full_time,Fulltime,Berlin,Large city,142,350,,,,8,29,1
81847,21074838,641,computer_scientist,full_time,Fulltime,Berlin,Large city,68,350,,,,7,11,1
78586,21837307,599463,sales_clerk,full_time_part_time,Fulltime,München-Flughafen,Urban,2,800,,,,14,8,1
81750,15086956,3470,messenger,full_time,Fulltime,Villingen-Schwenningen,Urban,100,800,,,,15,24,1
81748,17822033,3470,messenger,full_time,Fulltime,Köln,Large city,100,800,,,,12,33,1
78583,23777655,640306,real_estate_agent,full_time,Fulltime,Kassel,Large city,113,1300,,,,15,9,1
78627,23559354,457534,it_technician,full_time_part_time,Fulltime,Hamburg,Large city,93,1300,,,,5,39,1
77892,17967502,63620,sales,full_time,Fulltime,Köln,Large city,128,1300,,,,8,9,1
81802,18906336,531483,computer_scientist,full_time,Fulltime,,Large city,68,1400,,,,13,26,1
78542,21221199,545958,electrician,full_time,Fulltime,Hannover,Urban,80,1000,,,,15,15,1
78575,16708243,478120,electrician,full_time,Fulltime,Eppertshausen,Urban,80,1000,,,,1,13,1
78593,23086644,362446,technician,full_time,Fulltime,Dresden,Large city,158,1000,,,,13,10,1
81815,25208874,3018,clerk,full_time,Fulltime,Birkenwerder,Rural,67,1000,,,,2,34,1
81769,25139067,665838,shift_supervisor,full_time,Fulltime,Ulm,Large city,33,1100,,,,7,31,1
81776,25145438,665838,team_leader,full_time,Fulltime,Frankfurt am Main,Large city,151,1100,,,,7,26,1
78557,21713977,598886,caregiver,part_time,Parttime,Düsseldorf,Large city,129,1100,,,,14,35,1
81792,25209106,518981,cleaner,full_time,Fulltime,Schönefeld,Rural,11,700,,,,10,19,1
81821,15724338,428993,messenger,part_time,Parttime,Kiel,Large city,100,700,,,,3,7,1
78553,23780262,632037,craftsman,full_time,Fulltime,Havixbeck,Urban,46,1000,,,,0,28,1
78602,23398465,631340,nurse,full_time,Fulltime,Rottweil,Urban,102,1000,,,,14,11,1
78605,23398557,631340,nurse,full_time_part_time,Fulltime,Rottweil,Urban,102,1000,,,,6,30,1
78625,23816343,641556,electrician,full_time,Fulltime,Medebach,Densification,80,1000,,,,4,19,1
81692,25197443,4668,sales_clerk,part_time,Parttime,Hannover,Urban,2,400,,,,15,6,1
81691,23874713,2513,service_person,part_time,Parttime,Düsseldorf,Large city,137,400,,,,0,33,1
81727,25199626,2675,inventory_manager,part_time,Parttime,Rendsburg,Densification,16,300,,,,11,39,1
81751,25161464,525121,cashier,part_time,Parttime,Pinneberg,Urban,66,400,,,,14,22,1
81796,25211468,4053,sales_clerk,part_time,Parttime,Holzgerlingen,Urban,2,500,,,,9,3,1
81797,25211474,4053,sales_clerk,part_time,Parttime,Schönaich,Urban,2,500,,,,6,15,1
81798,25211475,4053,sales_clerk,part_time,Parttime,Böblingen,Urban,2,500,,,,6,18,1
81801,25211471,4053,sales_clerk,part_time,Parttime,Böblingen,Urban,2,500,,,,8,22,1
81694,21032914,4415,service_person,part_time,Parttime,Zwickau,Urban,137,500,,,,14,38,1
81722,21626893,2737,service_person,full_time,Fulltime,Kitzingen,Densification,137,400,,,,3,39,1
81712,24969684,677139,customer_support,part_time,Parttime,Koblenz,Large city,14,1500,,,,0,17,1
81812,25212393,558660,professional_driver,full_time,Fulltime,Ahaus,Urban,166,1500,,,,3,13,1
81735,17900955,511098,production_worker,full_time,Fulltime,Weißandt-Gölzau,Densification,161,1400,,,,1,24,1
81771,25127897,203531,messenger,full_time,Fulltime,Schwaigern,Urban,100,1400,,,,10,4,1
81807,25209070,199695,messenger,full_time_part_time,Fulltime,Regensburg,Large city,100,1400,,,,13,10,1
81778,25208875,521530,customer_support,full_time_part_time,Fulltime,Kyffhäuserland,Rural,14,1400,,,,7,31,1
81779,16099711,3121,inventory_manager,full_time_part_time,Fulltime,Bremen,Large city,16,1400,,,,12,27,1
81676,4188981,43148,inventory_manager,full_time,Fulltime,Mannheim,Large city,16,1400,,,,13,4,1
78297,21888092,597575,production_worker,full_time_part_time,Fulltime,Monschau,Urban,161,1400,,,,15,4,1
81645,11101017,141490,logistics_manager,full_time,Fulltime,Germersheim,Urban,165,1300,,,,9,15,1
81715,24907306,677326,operating_manager,full_time,Fulltime,Leipzig,Large city,153,1300,,,,4,13,1
81723,25202853,400039,professional_driver,full_time,Fulltime,Lichtenau,Densification,166,1300,,,,2,10,1
78477,23884841,521526,draftsman,full_time,Fulltime,Alzenau,Urban,323,1300,,,,3,18,1
81728,25202904,400039,professional_driver,full_time,Fulltime,Gersthofen,Urban,166,1300,,,,6,30,1
81734,25205944,542960,company_technician,full_time,Fulltime,Sindelfingen,Urban,133,1300,,,,2,21,1
81739,25126531,107505,clerk,full_time_part_time,Fulltime,Biberach,Densification,67,1300,,,,0,21,1
81755,17709257,347475,logistics_manager,full_time,Fulltime,Melle,Densification,165,1300,,,,5,3,1
81777,24988967,657138,caregiver,full_time,Fulltime,Karlsruhe,Large city,129,1300,,,,12,21,1
81780,25208870,542960,accountant,full_time,Fulltime,Saarbrücken,Urban,138,1300,,,,10,4,1
81793,24908252,1534,professional_driver,full_time,Fulltime,Berlin,Large city,166,1300,,,,3,38,1
81819,23844831,3817,callcenter_agent,full_time_part_time,Fulltime,,Large city,64,1300,,,,7,35,1
81650,25193225,84543,facility_manager,full_time_part_time,Fulltime,München,Large city,82,1300,,,,13,10,1
81654,25194070,84543,facility_manager,full_time,Fulltime,Darmstadt,Large city,82,1300,,,,0,28,1
81678,18699301,412952,customer_support,full_time_part_time,Fulltime,Duisburg,Large city,14,1100,,,,8,19,1
78466,23622951,592503,service_person,full_time_part_time,Fulltime,Stuttgart,Large city,137,2200,,,,9,4,1
81704,25197422,573416,customer_support,full_time,Fulltime,Korschenbroich,Urban,14,1100,,,,3,24,1
81706,25200606,400039,inventory_manager,full_time,Fulltime,Waldlaubersheim,Densification,16,1100,,,,7,37,1
81718,25202316,400039,inventory_manager,full_time,Fulltime,Bingen am Rhein,Urban,16,1100,,,,13,33,1
81741,25203034,400039,inventory_manager,full_time,Fulltime,Dresden,Large city,16,1100,,,,10,31,1
81770,25127907,203531,delivery_driver,full_time,Fulltime,Öhringen,Densification,15,1100,,,,8,23,1
81772,25126630,203531,delivery_driver,full_time,Fulltime,Herxheim bei Landau (Pfalz),Urban,15,1100,,,,10,30,1
81785,25209950,469167,sales_clerk,full_time_part_time,Fulltime,Mainz,Large city,2,1100,,,,13,19,1
81804,25209932,199695,messenger,full_time,Fulltime,Regen,Rural,100,1100,,,,6,18,1
81806,25209412,199695,delivery_driver,full_time,Fulltime,Straubing,Rural,15,1100,,,,9,11,1
81808,25208878,199695,messenger,full_time_part_time,Fulltime,Passau,Densification,100,1100,,,,9,38,1
81814,25205400,251413,delivery_driver,full_time,Fulltime,Mittenwalde,Rural,15,1100,,,,15,17,1
81644,25192768,83652,sales_clerk,full_time_part_time,Fulltime,Hofheim,Urban,2,1100,,,,2,9,1
81551,25166327,470808,nurse,full_time_part_time,Fulltime,Gelsenkirchen,Large city,102,1000,,,,1,31,1
81641,24891518,668025,marketing_manager,full_time,Fulltime,Merzhausen,Urban,135,1000,,,,8,8,1
78429,23892412,590192,chef,full_time,Fulltime,Bottrop,Large city,3,1000,,,,11,10,1
81671,25189480,2966,janitor,full_time_part_time,Fulltime,Wilkau-Haßlau,Urban,37,1000,,,,2,31,1
81672,25187926,2966,professional_driver,part_time,Parttime,Zwickau,Urban,166,1000,,,,13,33,1
81698,25123765,34598,professional_driver,full_time,Fulltime,Eschweiler,Urban,166,1000,,,,5,24,1
81719,25197454,578635,sales,full_time,Fulltime,Erfurt,Large city,128,1000,,,,12,10,1
81730,25202661,656209,chef,full_time,Fulltime,Heidelberg,Large city,3,1000,,,,8,19,1
81753,31510,3223,professional_driver,part_time,Parttime,Hamburg,Large city,166,1000,,,,7,22,1
81757,25138500,606777,machine_operator,full_time,Fulltime,Dinklage,Densification,267,1000,,,,3,7,1
81803,25202894,3177,executive_assistant,full_time,Fulltime,Wiesbaden,Large city,169,1000,,,,0,32,1
81809,25123303,680155,craftsman,full_time,Fulltime,Stuttgart,Large city,46,1000,,,,7,38,1
81693,25197446,4278,pedagogue,full_time_part_time,Fulltime,Bergheim,Urban,163,1000,,,,8,13,1
81673,25166338,50193,electrician,full_time,Fulltime,Bamberg,Densification,80,1000,,,,4,23,1
81674,25166339,50193,company_technician,full_time,Fulltime,Bamberg,Densification,133,1000,,,,1,39,1
81675,25166340,50193,company_technician,full_time,Fulltime,München,Large city,133,1000,,,,4,28,1
78295,21819420,597575,machine_operator,full_time,Fulltime,Monschau,Urban,267,1000,,,,11,13,1
81816,21716544,3817,electrician,full_time,Fulltime,Hamburg,Large city,80,1000,,,,1,17,1
81817,23637672,3817,electrician,full_time,Fulltime,Berlin,Large city,80,1000,,,,4,6,1
81818,21747669,3817,installer,full_time,Fulltime,Hamburg,Large city,275,1000,,,,2,31,1
81660,24056218,2772,retail_salesman,full_time,Fulltime,Pullach im Isartal,Urban,126,1000,,,,2,30,1
81662,24056219,2772,retail_salesman,full_time,Fulltime,München,Large city,126,1000,,,,2,7,1
81681,25141121,101128,business_analyst,full_time,Fulltime,Schwäbisch Hall,Densification,141,1000,,,,12,29,1
81737,25206012,101128,sales,full_time,Fulltime,Rendsburg,Densification,128,1000,,,,12,16,1
81738,25206790,101128,sales,full_time,Fulltime,Hannover,Urban,128,1000,,,,15,13,1
81740,25207148,101128,sales,full_time,Fulltime,Gerolstein,Rural,128,1000,,,,8,24,1
81752,25207267,101128,sales,full_time,Fulltime,Köln,Large city,128,1000,,,,12,7,1
81765,25202308,3401,logistics_manager,full_time,Fulltime,Kellinghusen,Rural,165,1000,,,,14,25,1
81758,25208872,414077,professional_driver,part_time,Parttime,Altlandsberg,Rural,166,1000,,,,7,16,1
81638,21074330,539880,office_assistant,full_time_part_time,Fulltime,,Large city,53,1900,,,,15,10,1
81764,25197447,251413,messenger,full_time,Fulltime,Berlin,Large city,100,1900,,,,0,37,1
81669,22637772,3992,messenger,part_time,Parttime,Stuttgart,Large city,100,1700,,,,12,10,1
81695,1644472,62965,customer_support,full_time_part_time,Fulltime,Berlin,Large city,14,1700,,,,2,10,1
78469,23624234,592503,inventory_manager,full_time_part_time,Fulltime,Stuttgart,Large city,16,1700,,,,1,40,1
81729,16965843,414077,gardener,full_time,Fulltime,Berlin,Large city,273,1700,,,,14,29,1
81639,25138912,668025,customer_support,full_time,Fulltime,Merzhausen,Urban,14,800,,,,0,30,1
81651,25192854,586233,production_worker,full_time,Fulltime,München,Large city,161,800,,,,4,30,1
81690,25197419,489383,production_worker,full_time,Fulltime,Bretten,Urban,161,800,,,,3,33,1
81696,25197456,489383,production_worker,full_time,Fulltime,Bruchsal,Urban,161,800,,,,11,34,1
81708,22220989,3818,cleaner,part_time,Parttime,Oldenburg,Large city,11,800,,,,6,4,1
81726,23169757,4223,production_worker,full_time,Fulltime,Olpe,Urban,161,800,,,,8,33,1
81762,22741707,547394,inventory_manager,full_time,Fulltime,Werl,Urban,16,800,,,,7,13,1
81768,25127913,203531,messenger,full_time,Fulltime,Künzelsau,Densification,100,800,,,,7,31,1
81784,25211426,4474,service_person,full_time,Fulltime,Berlin,Large city,137,800,,,,8,32,1
81791,22637780,28454,security,full_time,Fulltime,Staufenberg,Large city,51,800,,,,7,19,1
81794,25211480,105764,sales_clerk,full_time_part_time,Fulltime,Neuss,Urban,2,800,,,,7,4,1
81805,25209586,199695,delivery_driver,full_time,Fulltime,Cham,Rural,15,800,,,,8,36,1
81677,24061664,4577,sales_clerk,part_time,Parttime,Haltern am See,Urban,2,800,,,,12,21,1
81759,22896489,2647,security,full_time,Fulltime,Leipzig,Large city,51,800,,,,4,18,1
81810,25167021,468338,service_person,full_time_part_time,Fulltime,Ellwangen (Jagst),Urban,137,800,,,,2,20,1
81811,23496666,4543,sales_clerk,part_time,Parttime,Singen,Urban,2,800,,,,5,39,1
81820,20550482,534013,production_worker,full_time_part_time,Fulltime,Frechen,Urban,161,800,,,,12,12,1
81682,25195847,584803,doctor,full_time,Fulltime,Großhansdorf,Urban,75,1600,,,,6,14,1
78464,23621870,592503,kitchen_assistant,full_time_part_time,Fulltime,Stuttgart,Large city,5,1600,,,,9,6,1
78409,23886505,597575,inventory_manager,full_time,Fulltime,Monschau,Urban,16,800,,,,15,14,1
81661,22486253,73731,professional_driver,full_time,Fulltime,Bremen,Large city,166,800,,,,15,21,1
81659,24056220,2772,sales_clerk,full_time,Fulltime,München,Large city,2,800,,,,15,23,1
81742,25207357,1634,customer_support,full_time_part_time,Fulltime,Berlin,Large city,14,800,,,,13,26,1
81725,11287014,4223,cleaner,full_time,Fulltime,Olpe,Urban,11,700,,,,12,24,1
81646,25187414,3507,callcenter_agent,full_time_part_time,Fulltime,Rostock,Large city,64,700,,,,6,30,1
81795,23398401,4543,cashier,full_time,Fulltime,Flörsheim,Urban,66,700,,,,3,35,1
81716,25197216,460295,engineer,full_time_part_time,Fulltime,Berlin,Large city,277,1300,,,,5,9,1
81684,22992764,626685,chef,full_time_part_time,Fulltime,Berlin,Large city,3,1000,,,,12,39,1
81789,24327656,658913,it_administrator,full_time,Fulltime,Berlin,Large city,148,1300,,,,7,40,1
81701,25197455,683290,industrial_clerk,full_time,Fulltime,Straubing,Rural,91,800,,,,1,36,1
81760,25175146,682643,callcenter_agent,full_time,Fulltime,Osnabrück,Large city,64,800,,,,13,38,1
81689,25197420,596483,kitchen_assistant,full_time_part_time,Fulltime,Altenau,Densification,5,700,,,,12,35,1
81138,24975444,407630,inventory_manager,full_time,Fulltime,Duisburg,Large city,16,1000,,,,12,22,1
81647,25175152,682628,installer,full_time,Fulltime,Ahrensburg,Urban,275,1000,,,,4,40,1
81702,24965463,673856,banker,full_time_part_time,Fulltime,Unna,Urban,62,1000,,,,0,4,1
81710,25183015,679462,technician,full_time_part_time,Fulltime,Villingen-Schwenningen,Urban,158,1000,,,,10,29,1
81720,25197461,683289,craftsman,full_time,Fulltime,Aachen,Urban,46,1000,,,,11,24,1
81731,24970086,678606,sales,full_time,Fulltime,Chemnitz,Large city,128,1000,,,,1,11,1
81766,25182697,682106,medical_staff,full_time,Fulltime,Berlin,Large city,171,1000,,,,15,28,1
81773,25166334,681965,physiotherapist,full_time_part_time,Fulltime,Unna,Urban,110,1000,,,,9,6,1
81781,25139780,681728,project_manager,full_time,Fulltime,Kiel,Large city,112,1000,,,,5,15,1
81786,24819439,613419,marketing_manager,full_time,Fulltime,Sulzbach,Urban,135,1000,,,,7,19,1
81799,25209765,683694,accountant,full_time,Fulltime,Düsseldorf,Large city,138,1000,,,,14,5,1
81664,25123306,680139,sales_manager,full_time,Fulltime,Berlin,Large city,147,1000,,,,4,24,1
81571,25167031,2675,inventory_manager,part_time,Parttime,Braunschweig,Large city,16,300,,,,8,22,1
81589,25166348,2675,inventory_manager,part_time,Parttime,Braunschweig,Large city,16,300,,,,8,18,1
81523,25138507,135521,messenger,full_time,Fulltime,Bad Kissingen,Rural,100,1400,,,,3,34,1
81563,25123324,190453,inventory_manager,part_time,Parttime,Eutingen im Gäu,Densification,16,1400,,,,1,22,1
81509,25146602,197194,service_person,full_time_part_time,Fulltime,Rheine,Urban,137,1400,,,,5,36,1
81550,21338200,211690,industrial_clerk,full_time,Fulltime,Baunatal,Urban,91,1100,,,,11,36,1
81568,23780388,479975,office_assistant,full_time,Fulltime,Wustermark,Rural,53,1100,,,,15,13,1
81573,18497931,211690,industrial_clerk,full_time,Fulltime,Aschaffenburg,Urban,91,1100,,,,10,11,1
81503,25126083,560449,team_leader,full_time,Fulltime,Heilbronn,Large city,151,1100,,,,9,32,1
81502,25139676,565497,industrial_clerk,full_time,Fulltime,Estenfeld,Urban,91,1100,,,,14,9,1
81534,25165755,2860,sales_agent,full_time_part_time,Fulltime,Halle,Large city,45,1100,,,,9,15,1
81504,12163226,4209,callcenter_agent,full_time_part_time,Fulltime,Mannheim,Large city,64,1100,,,,8,15,1
81505,7403536,4209,callcenter_agent,full_time_part_time,Fulltime,München,Large city,64,1100,,,,0,33,1
81506,4301705,4209,callcenter_agent,full_time_part_time,Fulltime,Passau,Densification,64,1100,,,,10,15,1
81507,4301706,4209,callcenter_agent,full_time_part_time,Fulltime,Saarbrücken,Urban,64,1100,,,,6,28,1
81508,17641555,4209,callcenter_agent,full_time_part_time,Fulltime,Neustadt an der Weinstraße,Urban,64,1100,,,,8,32,1
81558,25010471,530766,inventory_manager,full_time,Fulltime,Henstedt-Ulzburg,Densification,16,800,,,,7,28,1
81528,24909054,678089,sales_clerk,part_time,Parttime,Wolfsburg,Large city,2,800,,,,3,13,1
81524,25138479,135521,messenger,full_time,Fulltime,Karlstadt,Rural,100,800,,,,3,26,1
81559,25166343,626622,cleaner,part_time,Parttime,Melle,Densification,11,800,,,,2,23,1
81572,25166266,195306,inventory_manager,full_time,Fulltime,Germersheim,Urban,16,800,,,,9,10,1
81628,25126127,4599,sales_clerk,full_time_part_time,Fulltime,Lüneburg,Rural,2,800,,,,1,28,1
81557,25006471,530766,inventory_manager,full_time,Fulltime,Henstedt-Ulzburg,Densification,16,800,,,,2,31,1
81513,25010769,609109,inventory_manager,full_time,Fulltime,Hodenhagen,Rural,16,800,,,,14,13,1
81441,24852502,662599,clerk,full_time,Fulltime,Eisenberg,Densification,67,1300,,,,6,25,1
81495,23490395,190119,electrician,full_time_part_time,Fulltime,Bergheim,Urban,80,1300,,,,2,30,1
81576,24742382,609111,caregiver,full_time,Fulltime,Berlin,Large city,129,1300,,,,7,20,1
81583,25167034,583655,product_manager,full_time,Fulltime,Dresden,Large city,145,1300,,,,3,38,1
81594,25126516,678386,product_manager,full_time,Fulltime,München,Large city,145,1300,,,,7,22,1
81617,25167825,526525,mechanic,full_time,Fulltime,Hamburg,Large city,99,1300,,,,13,29,1
81621,25167957,526525,craftsman,full_time_part_time,Fulltime,Hamburg,Large city,46,1300,,,,0,17,1
81529,14344824,325488,sales,full_time,Fulltime,Hamburg,Large city,128,1300,,,,5,24,1
81511,25123535,491640,clerk,full_time,Fulltime,Bremen,Large city,67,1300,,,,3,32,1
81512,25123623,491640,clerk,full_time,Fulltime,Taucha,Rural,67,1300,,,,8,33,1
81626,20668955,574406,clerk,full_time_part_time,Fulltime,Berlin,Large city,67,1300,,,,14,15,1
81515,25126754,18459,caregiver,full_time_part_time,Fulltime,Karlsruhe,Large city,129,1500,,,,12,24,1
81494,25139132,3872,chef,full_time,Fulltime,Regensburg,Large city,3,1000,,,,15,36,1
81496,18284140,520925,sales_manager,full_time,Fulltime,Berlin,Large city,147,1000,,,,11,15,1
81497,11757723,82699,installer,full_time,Fulltime,Stuttgart,Large city,275,1500,,,,3,33,1
76004,22943492,478120,technician,full_time,Fulltime,Eppertshausen,Urban,158,1000,,,,4,40,1
81510,21130236,534015,florist,full_time_part_time,Fulltime,Bielefeld,Large city,143,1000,,,,13,38,1
81533,25165592,534015,florist,full_time_part_time,Fulltime,Wunstorf,Urban,143,1000,,,,3,37,1
81537,25166267,50193,company_technician,full_time,Fulltime,Blaichach,Rural,133,1000,,,,12,19,1
81538,25165806,534015,florist,full_time_part_time,Fulltime,Münster,Large city,143,1000,,,,6,7,1
81540,25026584,592569,optician,full_time,Fulltime,Saarlouis,Urban,288,1000,,,,15,31,1
76026,19076733,462331,accountant,full_time_part_time,Fulltime,Gera,Urban,138,1000,,,,0,10,1
81569,25126862,677304,janitor,full_time,Fulltime,Paderborn,Urban,37,1000,,,,9,38,1
81570,23845036,321495,pedagogue,full_time_part_time,Fulltime,Sehnde,Urban,163,1000,,,,11,18,1
81574,22143774,609111,nurse,full_time_part_time,Fulltime,Berlin,Large city,102,1500,,,,11,21,1
81586,25167036,583655,product_manager,full_time,Fulltime,Leipzig,Large city,145,1000,,,,0,37,1
78017,21688376,596482,caregiver,full_time_part_time,Fulltime,Würzburg,Large city,129,1000,,,,7,16,1
81599,25149339,534015,florist,full_time,Fulltime,Peine,Urban,143,1000,,,,3,4,1
81613,25166994,576646,marketing_manager,full_time,Fulltime,,Large city,135,1500,,,,1,36,1
76108,22743606,456574,economist,full_time,Fulltime,Berlin,Large city,274,1000,,,,15,15,1
81590,25166372,560449,executive_assistant,full_time,Fulltime,Ingolstadt,Large city,169,1000,,,,1,8,1
81606,25167035,358535,machine_operator,full_time,Fulltime,Rottweil,Urban,267,1000,,,,7,20,1
